JUDUL,ISBN,TAHUN TERBIT,HARGA,STOK
EIFFEL TOLONG!,9786020308647,2009,85371,9
REMBULAN TENGGELAM DI WAJAHMU,9789791102469,2009,172738,9
SI MOAI INGIN JADI DOKTER,9789791533317,2009,202947,5
ESTETIKA,9789791783422,2009,164375,8
BERHARAP HIPHOP,9789797802974,2009,196624,7
ENVISIONING WOMEN IN WORLD HISTORY,9780073513225,2009,159108,10
PERADABAN RUSIA,9789790213074,2008,215453,10
THE COMPLETE REFERENCE AJAX,9780071492164,2008,71901,3
BELAJAR MIKROKONTROLER,9789792904659,2008,232542,7
HACKING WEB 2.0 EXPOSED,9780071494618,2008,45514,6
PANDUAN PRAKTIS MEMBANGUN LAN,9793827351,2008,95849,10
PEMROGRAMAN JAVA MENGGUNAKAN IDE ECLIPSE CALLISTO,9789792905847,2008,145764,2
WORKSHOP ONNO AYO MEMBLOK SITUS NEGATIF!!,9789792905625,2008,205239,9
MENGOLAH KATA MENGGUNAKAN OPENOFFICE.ORG WRITER 2.0,9789795435297,2008,49594,8
MAHIR DALAM 5 HARIAUTOCAD 3D UNTUK TEKNIK SIPIL DAN ARSITEKTUR,9789792904628,2008,166824,10
365 TRIK REGISTRY WINDOWS XP MENGOPTIMALKAN KINERJA WINDOWS SESUAI KEINGINAN SENDIRI,9797940950,2008,70559,9
MANAJEMEN STRATEGIK 2,9789706696,2008,199028,4
LINUX UNTUK ORANG AWAM,9789791398411,2008,168054,7
HOW TO DO EVERYTHING FACEBOOK APPLICATIONS,9780071549677,2008,140580,2
HOW TO DO EVERYTHING WITH WEB 2.0 MASHUPS,9780071496278,2008,219869,6
HOW TO MAKE MONEY WITH YOUR BLOG,9780071508575,2008,90473,10
COMPTIA LINUX +,9780071546737,2008,165538,2
THE COMPLETE REFERENCE SAP NETWEAVER PORTAL TECHNOLOGY,9780071548533,2008,174327,10
METODE PENELITIAN KUALITATIF,9789790767348,2008,46645,1
PHP & MySQL UNTUK PEMULA,9789792906103,2008,188902,9
METODE PENELITIAN,9796025612,2008,80556,4
MENGGUNAKAN SECARA MAKSIMAL MICROSOFT EXCEL 2007,9789792904048,2008,216397,9
PERISTIWA SASTRA MELAYU LAMA,9795170473,2008,163583,9
"KALIMAT,KONJUNGSI,DAN PREPOSISI BAHASA INDONESIA DALAM PENULISAN KARANGAN ILMIAH",9789791088220,2008,102040,3
AUTOCAD 2 DIMENSI & 3 DIMENSI,979753096,2008,218826,4
SQUID KONEKSI ANTI MOGOK,9789792905458,2008,66679,4
SEHARI MENJADI PROGRAMMER ANTI VIRUS MENGGUNAKAN VB 6.0,9789792906110,2008,207044,7
PINTAR PSIKOTES & TPA,9799051711,2008,210292,4
FILSAFAT UMUM DARI METOLOGI SAMPAI TEOFILOSOFI,9789797307264,2008,80187,9
THINK BIG AND KICK ASS (SUKSES DALAM BISNIS DAN KEHIDUPAN),9789792237146,2008,216005,7
TANPA AYAH TAPI SUKSES (ANAK-ANAK YATIM PENGUKIR SEJARAH),9789791026284,2008,224317,3
PERENCANAAN & PENGEMBANGAN PARIWISATA,9789794083932,2008,80488,10
SIAPA BILANG WANITA NGGAK BISA KAYA,9792423257,2008,144835,6
LEADER TO LEADER,9780470195475,2008,73577,7
OPPRTUNITIES IN TRANSPORTATION CAREERS,0071482091,2008,162997,5
MOBILIZING GENERATION 2.0,9780470227442,2008,198780,4
BERINVESTASI DI BURSA SAHAM,9789792729894,2008,217602,8
KESEHATAN DAN KESELAMATAN KERJA,978979334595,2008,152011,2
INTERCULTURAL COMMUNICATION IN THE GLOBAL WORKPLACE,9780071259484,2008,68036,7
KHASIAT AJAIB SI POHON GAIBMENGUPAS RAHASIA TERSEMBUNYI POHON KELOR,9789792905236,2008,203607,9
TEORI EKONOMI MIKRO SUATU ANALISIS PRODUKSI TERAPAN,9789797691776,2008,78025,3
POTRET KEBIJAKAN MONETER INDONESIA SEBERAPA JAUH KEBIJAKAN MONETER MEWARNAI PEREKONOMIAN INDONESIA,9789797691660,2008,201430,7
TERRESTRIAL ENERGY (HOW NUCLEAR POWER WILL LEAD THE GREEN REVOLUTION AND END AMERICAS ENERGY ODYSSEY),9780910155762,2008,47996,6
AKTIF MANDIRI MEMPERSIAPKAN ULANGAN HARIAN AMPUH BAHASA INDONESIA 4A,979734925X,2008,99648,2
BIOLOGY,9780547055985,2008,199782,9
"THE MARITIME ENGINEERING REFERENCE BOOK : A GUIDE TO SHIP DESIGN, CONSTRUCTION AND OPERATION",9780750689878,2008,126918,5
THE GOOD EARTH; INTRODUCTION TO EARTH SCIENCE,9780073018478,2008,160752,6
Beginning algebra,9780073048314,2008,224748,1
EKOLOGI SEDIMEN LAUT MODERN,9789797921491,2008,192234,3
PERENCANAAN STRUKTUR BAJA DENGAN METODE LRFD (Berdasarkan SNI 03-1729-2002),9789790334786,2008,218662,5
MICROSOFT PROJECT PROFESSIONAL 2007,9789792903683,2008,190323,6
NGOBROLIN IKLAN YUK,9789792399639,2008,118059,1
BANGUNAN MODERN BANDARA,9789790187771,2008,113783,10
KAMUS PINTAR KIMIA,9789792594447,2008,50257,2
BUDI DAYA 22 TERNAK POTENSIAL,9790021763,2008,64202,2
TEORI & PRAKTIK MANAJEMEN KEUANGAN,19789792903843,2008,65213,10
HOTEL AKOMODASI,9795933159,2008,140797,2
MICROELECTRIC CIRCUIT DESIGN,9780073191638,2008,122076,2
HOUSEKEEPING HOTEL PUBLIC AREA HOUSEMAN SECTION,9797635759,2008,72829,5
SAP PROJECT SYSTEM HANDBOOK,978007154450,2008,132132,5
BEST OF THE eLEARNING GUILDS LEARNING SOLUTIONS,9780470239629,2008,76167,7
PENYAKIT-PENYAKIT TANAMAN PERKEBUNAN DI INDONESIA,9794204625,2008,183262,10
eBAY; QUICKSTEPS,9780071485593,2008,101929,7
"THE BRANDPROMISE : how Costco, Ketel One, Make-a-wish, Tourism Vancouver, and other leading brands make and keep the promise",9780071494410,2008,219600,5
CUSTOMER OBSESSION,9780071497046,2008,175798,3
KIMIA PANGAN DAN GIZI,9793098732,2008,162845,10
DESIGN OF SHIP HULL STUCTURES,9783540884453,2008,157395,3
Manajemen Strategi Operasi: Teori Dan Riset,9789798433740,2008,83410,10
Akuntansi Biaya jilid 2,9789790751163,2008,189494,6
Manajemen Sumber Daya Manusia jilid 2,9789790753584,2008,109933,3
LEADERSHIP THE HARD WAY,9780787994372,2008,45592,2
ESSENTIALS OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT,9780131579439,2008,194133,4
SERIAL GALERI EKSOTIKA PURING,9789792904451,2008,167113,2
SERI GALERI EKSOTIKA PHILODENDRONPESONA TANAMAN HIAS DAUN EKSKLUSIF,9789792904918,2008,48964,4
ART OF TERRARIUMKEINDAHAN TAMAN DALAM KACA,9789792906523,2008,225386,8
58 KIAT MENINGKATKAN PRODUKTIFITAS DAN MUTU KELAPA SAWIT,9790023472,2008,225998,9
CAMBRIDGE ENGLISH FOR ENGINEERING WITH AUDIO CDs,8970521715188,2008,211582,5
REKAYASA LALULINTAS,97936020457,2008,119052,6
METODE NUMERIK,9789791153546,2008,171173,8
MENGENAL KONSTRUKSI KAYU UNTUK FURNITURE & BANGUNAN,0789790332034,2008,101497,8
DELIVERY AND CONTROLLED RELEAS AF BIOACTIVES IN FOODS AND NUTRACEUTICALS,97818456911455,2008,137666,10
PERILAKU KONSUMEN,9796831023,2008,182082,1
KOMUNIKASI BISNIS JILID 2,979683829X,2008,45363,7
KAMBING JANTAN,979780285,2008,204254,1
BISNIS FUTSAL,9791850001,2008,72763,10
DESAIN PERTOKOAN DENGAN ARCHICAD 10,9789792727562,2008,161794,6
THE JAPANESE WIFE,9786028811781,2008,186909,2
WINTER IN TOKYO,9786020310183,2008,54382,4
BABI NGESOT,9786022202318,2008,65823,10
Between one and many : the art and science of public speaking,9780073385037,2008,172950,9
BRONDONG LOVER,9786020325422,2008,165665,9
KUMPULAN PROGRAM ANTI VIRUS DAN FIREWALL (FREE DAN OPEN SOURCE),9789795435570,2007,101118,6
MENJADI KAYA BERSAMA RASULULLAH,9799633508,2007,52925,9
8 LANGKAH CEPAT MENGENAL WINDOWS VISTA,9799243831,2007,120870,4
ADOBE ACROBAT PROFESIONAL 8,9795435167,2007,169424,8
PENGANTAR PEMROGRAMAN TERSTRUKTUR,9789792901511,2007,59245,4
MENGATUR KEAMANAN DATA DALAM MICROSOFT WORD.EXCEL.POWERPOINT.ACCESS,9795434268,2007,179570,2
"VISTA YANG BARU DARI MICROSOFT (DILENGKAPI DENGAN TRIK,UPGRADE,DAN INSTALASI JARINGAN INTERNET)",9797572234,2007,69020,10
7 OBJEK REALISTIK 3DS MAX,9793767871,2007,216951,5
RESIDUE NUMBER SYSTEMS,9781860948664,2007,169643,9
AUTUMN CHRISTMAS,9789792234428,2007,180399,5
AKSES INTERNET DENGAN KOMPUTER & HP,9795434772,2007,174836,6
PANDUAN LENGKAP DESAIN WEB MACROMEDIA DREAMWEAVER 8,9791078106,2007,71584,8
PENGOLAHAN SINYAL DIGITAL DAN SISTEM PEMROSESAN SINYAL,9789792902334,2007,220452,4
MENGENAL DAN MENGGUNAKAN COREL DRAW 12 UNTUK DESAIN PRACETAK,9789795435174,2007,212132,3
PENGOLAHAN CITRA DIGITAL MENGGUNAKAN MATLAB IMAGE PROCESSING TOOLBOX,9789791153195,2007,89024,9
16 APLIKASI PHP GRATIS UNTUK PENGEMBANGAN SITUS WEB,9797636976,2007,202908,10
TEATER BUKU PELAJARAN SENI BUDAYA,9793679093,2007,154138,2
MENJADI DESAINER LAYOUT ANDAL MENGGUNAKAN ADOBE INDESIGN CS 3,9789792902310,2007,78142,5
MAHIR DALAM 5 HARI : AUTOCAD 3D UNTUK TEKNIK MESIN,9789792900255,2007,219920,8
ZBRUSH UNTUK ORANG AWAM,9789791398190,2007,94276,5
MICROSOFT OFFICE 2007,9781423905776,2007,97051,9
GILA DUNIA MARKETING,9789791396035,2007,205229,2
APLIKASI GRAFIS TERKINI DALAM DUNIA PERCETAKAN DAN SABLON MENGGUNAKAN ADOBE PHOTOSHOP DAN CORELDRAW,9797636372,2007,78972,3
ETHICS @ WORK,9787637344,2007,161385,1
NGEJOMBLO ITU NIKMAT,9793574496,2007,125484,3
HOW TO GET RICH (BAGAIMANA MENJADI KAYA RAYA),9793943089,2007,130668,1
TANGIS RINDU PADAMU,9798394860,2007,183698,10
GREATING EXCELLENCE A NEVER - ENDING JOURNEY,9789791716109,2007,176978,7
"HOW TO MAKE $100,000 + YOUR FIRST YEAR AS A REAL ESTATE AGENT",0071437592,2007,82632,6
Mathematics for elementary teachers : a conceptual approach,9780073022840,2007,155742,10
INDONESIA BANGKRUT!,9789793065021,2007,220434,2
Makroekonomi,9789790154360,2007,100261,4
CHINDIA; HOW CHINA AND INDIA ARE REVOLUTIONIZING GLOBAL BUSINESS,9780071475677,2007,187999,4
UU RI NO 7 TAHUN 2004 & UU RI NO 23 TAHUN 1997 TENTANG SUMBER DAYA AIR & PENGELOLAAN LINGKUNGAN HIDUP,9793963875,2007,55612,8
MEMAHAMI AMDAL,9*789797562182,2007,89848,3
ASPEK HUKUM DALAM MUAMALAT,9789797562496,2007,198541,7
TEORI MIKROEKONOMI,9797636879,2007,102746,7
POISONED WELLS (THE DIRTY POLITICS OF AFRICAN OIL),9781403971944,2007,143063,4
DRIVING CLIMATE CHANGE,9780123694959,2007,125249,3
KOMUNIKASI BISNIS JILID 1,9796838281,2007,212599,9
12 TUTORIAL & LATIHAN DESAIN KONSTRUKSI DENGAN SAP 2000 VERSI 9,979763650,2007,49116,4
PIPA LAUT,9793557931,2007,104901,6
PROFESSIONAL MANAGEMENT OF HOUSEKEEPING OPERATIONS,9780471762447,2007,129193,3
PENYAKIT-PENYAKIT TANAMAN HORTIKULTURA DI INDONESIA,9794206466,2007,66578,3
SELLING RESULTS !,9780071477871,2007,188880,2
DECISION MAKING & PROBLEM SOLVING GAMES UNTUK PELATIHAN MANAJEMEN,9797638375,2007,136037,6
AKUNTANSI MANAJEMEN UNTUK HOTEL DAN RESTORAN,9797636658,2007,161031,1
BUILDING MAINTENANCE MANAGEMENT,9781405135061,2007,113329,2
PENGANTAR BIOTEKNOLOGI,9793098589,2007,119174,9
MAKING M & A DEALS HAPPEN,9780071447409,2007,48055,2
CONSTRUCTION OF MARINE AND OFFSHORE STRUCTURES,9780849330520,2007,129274,5
Audio demystified,0071469834,2007,129119,1
TATA CARA PERHITUNGAN STRUKTUR BETON UNTUK BANGUNAN GEDUNG (SNI 03-2847-2002) DILENGKAPI DENGAN PENJELASAN (S-2002),9789798897207,2007,62354,4
THE RO V MANUAL : A USER GUIDE FOR REMOTELY OPERATED VEHICLES,9780080982885,2007,203904,9
CANTIKNYA ANTHURIUM GELOMBANG CINTA,9789791530440,2007,135066,6
ANALISIS RANGKAIAN DIGITAL DENGAN ELECTRONIC WORKBENCH 5.12,9797636909,2007,138090,6
MANAJEMEN OPERASI DAN PRODUKSI TEORI-MODEL-KEBIJAKAN,9797635422,2007,180864,3
SOLUSI ELEMEN HINGGA BERBASIS MATHCAD,9797635562,2007,150147,8
DINDING,9789792636321,2007,117752,1
BANGUNAN MODERN STADION OLAHRAGA,9789790187757,2007,153639,7
BERANI JADI TEEN SUKSES,9786020025889,2007,217670,2
BERANILAH BERMIMPI UNTUK MASA DEPANMU,9786020212951,2007,85447,4
21 DESAIN ATAP CARPORT,9792636277,2007,212579,4
PENERAPAN EFEK VISUAL PADA VIDEO DENGAN ADOBE AFTER EFFECTS 7.0,97897929041009,2007,103312,4
RENOVASI RUMAH 24 JAM,9789792636475,2007,163881,7
DESAIN ARSITEKTUR DAN INTERIOR RUMAH MUNGIL DENGAN ARCHICAD 9,9792007849,2007,226285,5
FREE THINGS (TIPS N TRIK NGEDAPETIN BARANG GRETONGAN),9797801179,2007,186063,6
AUTUMN IN PARIS,9786020310213,2007,217960,5
PELARIAN SANG GADIS,9789791599207,2007,123620,5
WHILE U WERE SLEEPING,9789792713855,2007,135945,1
DAHLAN ISKAN GANTI HATI,9791490085,2007,165786,8
MULTIMEDIA : MAKING IT WORK,9797633535,2006,67023,1
DASAR PEMROGRAMAN DELPHI,9797633195,2006,78318,10
THE INTELLIGENT INVESTOR (AJARAN-AJARAN INTI DALAM BERINVESTASI),9786025336324,2006,121545,4
MEMBUAT APLIKASI WEB INTERAKTIF DENGAN ASP,9793338725,2006,113767,10
ANALISIS KREDIT UNTUK ACCOUNT OFFICER,9796051877,2006,72868,3
PANDUAN CEPAT MENGGUNAKAN DREAMWEAVER MX 2004 UNTUK PEMULA,9797631583,2006,152229,10
UTILITAS BANGUNAN,9794562017,2006,80571,3
STUDENT GUIDE SERIES BERMAIN MAIN DENGAN MICROSOFT POWER POINT,9792092773,2006,99063,7
"KAMUS ISTILAH KOMPUTER, TEKNOLOGI INFORMASI & KOMUNIKASI",9795434187,2006,156670,8
DESAIN WEB UNTUK PEMULA,9792099239,2006,194338,4
SISTEM TULISAN DAN KALOGRAFI,9793678054,2006,93645,3
MODELING DENGAN MAYA 7 UNTUK PEMULA,9792096442,2006,226245,7
MUDAH MENGUASAI JBUILDER ENTERPRISE STUDI KASUS : MEMBUAT APLIKASI DATABASE,9793338679,2006,189503,8
MENGUASAI MECHANICAL DESKTOP 2006,9799550696,2006,89027,5
CARA MUDAH MEMAHAMI PSIKOTES,9793525029,2006,72048,6
KEWIRAUSAHAAN PEDOMAN PRAKTIS: KIAT DAN PROSES MENUJU SUKSES,979691297X,2006,72571,3
REVOLUSI ORGANISASI DENGAN MEMBERDAYAKAN KECERDASAN SPIRITUAL; BELAJAR DARI KESUKSESAN DAN KEGAGALAN ORGANISASI TOP DUNIA,9797635716,2006,173833,9
TOURISM ETHICS ( ASPECTS OF TOURISM ) 2TH EDITION,9781845416355,2006,72213,6
METODE PENELITIAN PARIWISATA,9797633578,2006,96809,5
FILSAFAT DAN IDEOLOGI PANCASILA,9797636054,2006,152301,8
MEMBANGUN DESA PARTISIPASIF,9789797561727,2006,200655,3
BERLAYAR MENGARUNGI SEJUTA TANTANGAN KOPERASI DI TENGAH LINGKUNGAN YANG BERUBAH,9789797691905,2006,137532,10
PHYSICAL ANTHROPOLOGY,9780072994834,2006,121396,9
"SPESIFIKASI, METROLOGI, DAN KONTROL KUALITAS GEOMETRIK",9793507853,2006,200017,4
MIKROBIOLOGI INDUSTRI,9797635333,2006,180501,5
GENERAL CHEMISTRY; THE ESSENTIAL CONCEPTS,9780072828382,2006,60794,4
MATEMATIKA TEKNIK,9797561402,2006,77607,3
F&B COST CONTROL UNTUK HOTEL DAN RESTORAN,9797633055,2006,92190,6
AKUNTANSI PENDIDIKAN,9797818209,2006,97145,5
JAMUR KUPING BUDI DAYA DAN PELUANG USAHA,9797365360,2006,107116,6
PRA PARTICIPATORY RURAL APPRAISAL PENDEKATAN EFEKTIF MENDUKUNG PENERAPAN PENYULUHAN PARTISIPATIF DALAM UPAYA PERCEPATAN PEMBANGUNAN PERTANIAN,9795260383,2006,113087,8
TERAMPIL DAN SUKSES MELAKUKAN AUDIT MUTU INTERNAL ISO 9001 : 2000,9798433777,2006,123578,2
CONSTRUCTION CODES & INSPECTION HANDBOOK,0071468250,2006,226372,9
CEWEK HARUS TAHU !,9791506590,2006,209475,8
MINYAK ATSIRI,979803497X,2006,115380,10
COMPUTERIZED MAINTENACE MANAGEMENT SYSTEMS MADE EASY,0071469850,2006,214986,6
MANAJEMEN INDUSTRI,9797631419,2006,180735,3
DASAR-DASAR KANTOR DEPAN HOTEL,9797633977,2006,223153,7
EKONOMI TEKNIK,9797690458,2006,153703,2
STAAD 2004 UNTUK TINGKAT MENENGAH,9793767588,2006,118709,5
PERENCANAAN BANGUNAN PANTAI,9798541588,2006,154244,4
PENGANTAR MANAJEMEN PEMASARAN,9793025034,2006,227775,1
BELAJAR SENDIRI MASTERCAM VERSI 9,9792097848,2006,210858,7
KAMUS TEKNIK PERKAPALAN,9793557591,2006,126106,7
STRATEGI RUMAH HEMAT LISTRIK,9792636110,2006,204083,6
SUMMER IN SEOUL,9786020310145,2006,71106,3
BENANG JODOH,9792094717,2006,49321,3
SOULMATE TOO LATE,9797800512,2006,65361,7
TEACHING CHILDRENS FICTION,1403944954,2006,170259,7
CARA MUDAH MENGGUNAKAN INTERNET INFORMATION SERVICE 6.0,9792078274,2005,111958,3
PRINSIP-PRINSIP RISET OPERASI,9789797810348,2005,183029,2
JARINGAN SYARAF TIRUAN DAN PEMOGRAMANNYA MENGGUNAKAN MATLAB,979731636X,2005,149447,3
10 LANGKAH BELAJAR LOGIKA DAN ALGORITMA MENGGUNAKAN BAHASA C DAN C++,979763020X,2005,131161,7
MULTIMEDIA ALAT UNTUK MENINGKATKAN KEUNGGULAN BERSAING,9797630617,2005,102462,5
"MYSQL UNTUK PENGGUNA, ADMINISTRATOR, DAN PENGEMBANGAN APLIKASI WEB",9793338040,2005,180511,6
"KOLABORASI PEMROGRAMAN FLASH,PHP,DAN DATA BASE",9792069518,2005,62833,7
BELAJAR SENDIRI FILE SHARING DAN REMOTE ACCESS WINDOWS DAN LINUX,9792075666,2005,232215,10
ORGANISASI DAN ARSITEKTUR KOMPUTER RANCANGAN KINERJA BUKU 2,979683425X,2005,215176,3
SERI BUKU PINTAR MENJADI ADMINISTRATOR JARINGAN KOMPUTER,9797317315,2005,174566,1
MENGOLAH DATABASE DENGAN SQL SERVER 2000,9792418113,2005,82387,3
INTRODUCTION TO MARINE ENGINEERING,0 7056 2530 9,2005,106232,8
"24 JAM MENGUASAI HTML,JSP,DAN MYSQL",9797318338,2005,231026,10
MULTIMEDIA DAN APLIKASINYA DENGAN MACROMEDIA DIRECTOR,9792067639,2005,198182,6
MIKROBIOLOGI LINGKUNGAN,9793602537,2005,93763,3
JARINGAN KOMPUTER TEORI DAN IMPLEMENTASI BEBASIS LINUX,9793469668,2005,176642,7
KUMPULAN CERPEN BH EMHA AINUN NADJIB,9789797095864,2005,141630,2
ILMU FIQIH,9789793465937,2005,57197,7
SMART IN LEADERSHIP; BELAJAR DARI KESUKSESAN PEMIMPIN TOP DUNIA,9797317358,2005,169831,2
ANALISIS FOOD PRODUCT STUDI FOOD COST DAN PEDOMAN TRAINING,9797315886,2005,47224,1
BANQUET TABLE MANNERS AND NAPKIN FOLDING,9797315959,2005,96316,9
ILMU LINGKUNGAN (SARANA MENUJU MASYARAKAT BERKELANJUTAN),9793557311,2005,194783,3
"SOSIOLOGI PARIWISATA KAJIAN SOSIOLOGI TERHADAP STRUKTUR,SISTEM,DAN DAMPAK-DAMPAK PARIWISATA",9797317005,2005,116927,4
STATISTICS FOR MANAGERS USING MICROSOFT EXCEL,0131249614,2005,148489,5
PENANGANAN PASCAPANEN CABAI MERAH,9792101217,2005,131658,6
RISET PEMASARAN PENDEKATAN TERAPAN,9796831473,2005,183946,1
PENCEMARAN TANAH & AIR TANAH,9793507438,2005,92656,8
PATOLOGI SOSIAL 2 KENAKALAN REMAJA,9794210625,2005,141175,6
STRATEGI DARAH-DAGING DARI SETIAP ORGANISASI ADALAH KELIMA FUNGSI MANAJEMEN,9793860200,2005,128244,2
ILMU TERNAK LEBAH MADU,9794204080,2005,210515,2
FOOD PRODUCT MANAGEMENT DI HOTEL DAN RESTORAN,9797630757,2005,134155,8
KESUBURAN TANAH (DASAR KESEHATAN DAN KUALITAS TANAH),9793469781,2005,203411,10
JAM BELAJAR ADOBE INDESINGN CS UNTUK ORANG AWAM,9793767154,2005,95008,5
SISTEM DIGITAL; KONSEP DAN APLIKASINYA,979346951X,2005,109170,3
PERILAKU KONSUMEN,9797317013,2005,179172,1
MEMANFAATKAN PRIMAVERA PROJECT PLANNER DALAM MENGELOLA PROYEK KONSTRUKSI,9797316947,2005,192757,4
KAMUS FISIKA LENGKAP,9786028228688,2005,62582,10
COLLEGE WRITING SKILLS,9780072871869,2005,158122,4
SEMESTA SABDA,978979845152X,2005,107123,7
MENGHITUNG BINTANG,9791600678,2005,233562,5
PEDOMAN PENULISAN KARYA ILMIAH,9793925213,2005,164219,6
ES KRIM KASIH SAYANG 4 POSE YANG LELAH,9792070362,2005,145081,4
SISTEM INFORMASI GEOGRAFIS APLIKASI PEMROGRAMAN MAP INFO,9793338512,2005,224018,3
MENGUASAI JAVA 2 & OBJECT ORIENTED PROGRAMMING,9797311600,2004,112522,5
PEMROGRAMAN BERORIENTASI OBJEK MENGGUNAKAN DELPHI,9797311422,2004,73041,8
SYSTEMS ANALYSIS DESIGN METHODS,0072474173,2004,192851,6
DASAR-DASAR ALGORITMA DAN PEMROGRAMAN,9797311694,2004,47980,7
THE POWER OF VALUES IN THE UNCERTAIN BUSINESS WORLD,979220864X,2004,78028,6
11 SCRIPT SPEKTAKULER ACTIVE SERVER PAGES,9792056629,2004,106634,6
BELAJAR OTODIDAK PAGEMAKER,979338245,2004,158076,5
APLIKASI DATABASE CLIENT SERVER MENGGUNAKAN DELPHI DAN MYSQL,979205247X,2004,72022,4
SISTEM BASIS DATA,9793289813,2004,146522,6
RELIABILITAS DAN VALIDITAS,97985811041,2004,143188,4
BERMAIN-MAIN DENGAN REGISTRY WINDOWS,9792051686,2004,234426,10
PANDUAN PSIKOTES,9797300741,2004,70901,6
THE WAY TO THE TOP,9796949903,2004,109998,6
HIMPUNAN UNDANG-UNDANG PERDATA ISLAM &PERATURAN PELAKSANAAN LAINNYA DI NEGARA HUKUM INDONESIA,9793654112,2004,47011,6
AL-ISLAM,9795618873,2004,147147,10
DASAR-DASAR PARIWISATA,9797314286,2004,61921,7
KEAMANAN PANGAN 1,9793098619,2004,154324,1
Hukum Lingkungan Dan Ekologi Pembangunan,9794710536,2004,74592,6
PANDUAN PRAMUWISATA PROFESIONAL,9793289821,2004,88724,10
GENDER DAN PEMBANGUNAN,9798581571,2004,211860,8
CRITICAL READING FOR COLLEGE AND BEYOND,9780072473766,2004,70276,2
LONGMAN INTRODUCTORY COURSE FOR THE TOEFL TEST,0131847198,2004,105785,2
PROGRAM KOMPUTER UNTUK ANALISIS LALU LINTAS,9798541324,2004,93384,5
WAWASAN STUDI KELAYAKAN DAN EVALUASI PROYEK,9795269615,2004,196854,5
MANAJEMEN SUMBER DAYA MANUSIA,9795261002,2004,98094,10
TEKNOLOGI PRODUKSI DAN PERAWATAN BANGUNAN LAUT,9793557214,2004,190367,9
KONTRUKSI JALAN RAYA,9799584736,2004,129405,10
"BAR,MINUMAN DAN PELAYANANNYA",9797315576,2004,163547,3
KONSTRUKSI BAJA,9797311880,2004,160088,9
TEORI - APLIKASI MANAJEMEN PROYEK KONSTRUKSI,9797311309,2004,187062,6
STERILISASI PANGAN,9793098317,2004,133432,4
MANAGEMENT; The New Competitive Landscape,0072538651,2004,85639,10
THE ON-TIME ON-TARGET MANAGER,0060574593,2004,65035,10
ILMU NUTRISI UNGGAS,9794200980,2004,215420,4
DASAR PERENCANAAN DAN PEMILIHAN ELEMEN MESIN,9794081264,2004,62334,6
MENGGAMBAR DENGAN SODIPODI,9797313360,2004,88817,8
SEJARAH TOKOH BANGSA,9789793381770,2004,90016,3
PEMROGRAMAN C++ MEMBAHAS PEMROGRAMAN BERORIENTASI OBJEK MENGGUNAKAN TURBO C++ DAN BORLAND C ++,9797310639,2003,215367,3
SISTEM MANAJEMEN DATABASE,979731524X,2003,214693,9
METODOLOGI PENELITIAN DAN STUDI KASUS,979802820I,2003,158967,10
MICROSOFT VISUAL FOXPRO 8.0,9793214155,2003,157512,10
APLIKASI DATABASE DI JAVA DENGAN JBUILDER,9792045341,2003,165650,10
STUDI AGAMA ISLAM UNTUK PERGURUAN TINGGI UMUM,9797302725,2003,234510,6
PANDUAN PRAKTIS PEMROGRAMAN BORLAND DELPHI 7.0,9797310183,2003,205430,6
PENGEMBANGAN APLIKASI CLIENT SERVER DENGAN BORLAND DELPHI,9792051058,2003,153139,6
7 JAM BELAJAR MAYA 4.5 UNTUK ORANG AWAM,0311022,2003,92688,7
REDAKAN AMARAMU TIP-TIP PENGENDALIAN EMOSI REMAJA,9796946424,2003,167251,9
ILMU PENDIDIKAN ISLAM TINJAUAN TEORETIS DAN PRAKTIS BERDASARKAN PENDEKATAN INTERDISIPLINER,9795268619,2003,147200,1
PEMIKIRAN PENDIDIKAN ISLAM PADA ABAD KLASIK DAN PERTENGAHAN,9796654075,2003,141174,4
DOLLAR VS EURO AWAL KEBANGKRUTAN AS?,9799724163,2003,144408,6
HIMPUNAN PERATURAN PERUNDANG-UNDANGAN REPUBLIK INDONESIA TENTANG KETENAGAKERJAAN,9789791606172,2003,197672,10
HERCOLUBUS OR RED PLANET,0967752108,2003,143363,8
FISIKA MODERN,9797310345,2003,206109,1
PERALATAN BENGKEL OTOMOTIF (KONSTRUKSI DAN PENGGUNAANYA),9797310531,2003,83985,2
PERENCANAAN DAN PERMODELAN TRANSPORTASI : CONTOH SOAL DAN APLIKASI,9799299985,2003,142451,5
MARS AND VENUS IN THE WORKPLACE,9792200266,2003,206220,4
TEORI DAN PRAKTIK AKUNTANSI PERHOTELAN,9797310434,2003,168187,3
MECHANICAL DESIGN OF MACHINE ELEMENTS AND MACHINES,9780470413036,2003,62438,8
KACANG BUNCIS TEKNIK BUDAYA DAN ANALISIS BUDAYA TANI,9792106278,2003,162330,1
PERENCANAAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,9793304057,2003,117856,5
HIDROLIKA DAN PNEUMATIKA PEDOMAN UNTUK TEKNISI DAN INSINYUR,9796889781,2003,146343,6
MANAJEMEN SUMBER DAYA MANUSIA,9790620861,2003,176673,8
"PERILAKU KONSUMEN PERSPEKTIF KONTEMPORER PADA MOTIF,TUJUAN,DAN KEINGINAN KONSUMEN",9793465182,2003,201716,8
TEMBANG LARA,9795618491,2003,115305,8
